Date,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT
2024-01-16,182.08837890625,143.2286376953125,385.2563171386719,182.71307958868692,144.97823245073823,388.9680232792621,179.41103406753936,142.21068641572148,382.64036685364044,180.63071876275188,142.58246942340713,388.6027813692521,65603000,19198900,27202300
2024-01-17,181.14633178710938,142.045654296875,384.46661376953125,181.39423295178236,142.56258583466206,385.09837624388496,178.78632298828933,139.67971299760342,379.86647557529443,179.74818071767538,142.0655403629579,382.99576492837696,47317400,17884500,22234100
2024-01-18,187.04640197753906,144.1332550048828,388.81005859375,187.55211493445296,144.72474034471793,388.92851216757646,184.26990575318283,142.50294642304615,385.10823378403643,184.52771753168435,142.59241096975455,386.68768506128634,78005800,18876800,23392100
2024-01-19,189.95179748535156,147.09564208984375,393.5484313964844,190.33852272040096,147.16522057008055,393.5484313964844,187.23481023986653,144.9384665045121,388.44483542424194,187.74052319933506,145.44047212985262,390.6758115906089,68903000,27181000,29331100
2024-01-22,192.26223754882812,146.83718872070312,391.41619873046875,193.69015075906108,149.12856120157483,395.4733846867512,190.64591702187175,146.70795203635896,388.53369758806053,190.68558968364889,147.8312797236583,394.8810866300338,60133900,21829200,27016900
2024-01-23,193.54139709472656,147.8014373779297,393.7754821777344,194.10661903356933,147.98038163929337,394.24932665124675,192.20273983497614,146.32025154817293,388.8693286128031,193.38275184285894,146.84711854607121,390.665955016982,42355600,14113600,20525900
2024-01-24,192.86712646484375,149.46160888671875,397.388427734375,194.73134826169684,150.67440129036194,400.4189955779341,192.7084660713482,148.95461269766793,395.30554874370245,193.77940103141137,149.40195067670388,396.38154221940175,53631300,19245000,24867000
2024-01-25,192.53990173339844,152.73214721679688,399.6687927246094,194.62227786062397,153.8455243308292,401.7813154634368,191.48880306885755,150.32644871333386,397.3588573808602,193.5810897970112,150.84338030283124,399.12587040416065,54822100,21495100,21021200
2024-01-26,190.80458068847656,152.88124084472656,398.7408142089844,193.1249321296598,153.1993572303287,400.95205802517637,190.3286146537771,151.89710051009624,397.260084299944,192.63905549468925,151.96667898905662,399.1751640590117,44594000,19494500,17803300
2024-01-29,190.12039184570312,153.92503356933594,404.4564514160156,190.58644733122568,154.28290690532094,404.71312091427023,187.9884474907554,152.01638083362383,399.13568066698633,190.39803999060732,152.7321275055938,400.8434667217464,47145600,20909300,24510200
2024-01-30,186.46133422851562,152.1456298828125,403.34100341796875,190.18977744614463,154.12386125577916,407.74369913947424,185.89612743839433,151.87224575789702,401.22851081076954,189.33699683048337,153.09994874398615,406.96386964515773,55859400,26578900,33477600
2024-01-31,182.85189819335938,140.9621124267578,392.472412109375,185.52924295226458,144.72971079205197,409.98453286629814,182.80233006356883,140.71358966689704,392.1071701932433,185.46973396127981,144.53089561788846,401.7319152692152,55467800,43908600,47871100
2024-02-01,185.29124450683594,141.86672973632812,398.5927429199219,185.3804852934909,143.7654319706896,402.75853089052634,182.27677304456427,141.41937666261583,396.6381686159988,182.44534401847454,142.8409346447498,396.6677820088373,64885400,25526900,30657700
2024-02-02,184.2897491455078,142.69180297851562,405.9371337890625,185.75731994134992,143.02980541709115,407.3487556129593,177.74515173237538,137.35353962963936,398.3755367797246,178.35003123610636,140.0574681265023,398.62232507588243,102551700,42136100,28256700
2024-02-05,186.10438537597656,144.0736083984375,400.438720703125,187.66121220628375,145.80333228377611,405.87794489838444,184.27983613833493,143.05964645023528,398.800042648597,186.5704408518845,143.18886797189305,404.63412212946537,69668800,29254400,25352300
2024-02-06,187.71078491210938,144.55075073242188,400.2807922363281,187.72069551270494,145.87289335199839,402.72894332826615,185.2020260688322,143.66601050351696,397.7339499122829,185.291266866256,145.09750372076138,400.6657964934495,43490800,21517700,18382600
2024-02-07,187.81985473632812,145.81324768066406,408.7308044433594,189.4460858813363,146.13136405342033,408.97759276390855,187.02656792958788,144.35194799526352,402.16624114185635,189.03952431241242,145.25655919696413,402.2057357082919,53439000,21436100,22340500
2024-02-08,186.739013671875,146.35006713867188,408.7900695800781,187.94875754592414,146.73776199253567,410.22145402375685,185.77715585449096,145.55479136523687,407.23038050312016,187.8000228857875,146.10154440751242,408.73084278763224,40962000,18241300,21225300
2024-02-09,187.50352478027344,149.3323516845703,415.14727783203125,188.63539609029752,149.80455097844663,415.4138284838294,186.65957913376621,146.55882929176255,409.7574296442869,187.304938639922,147.075760860539,409.91537777577173,45155200,21877700,22032800
2024-02-12,185.8156280517578,147.8511505126953,409.92529296875,187.32479480430874,149.70016038356613,415.3348738248099,185.45819421957458,147.68215686255323,409.4218351407045,187.0765772861258,148.65636179751206,415.1571934592156,41781900,17236100,21202900
2024-02-13,183.72068786621094,145.50509643554688,401.10015869140625,184.8823592862032,147.16522660378953,404.80198377503444,182.2015977323704,144.25254722231065,398.2078065895252,184.44549399150463,145.20688126712756,399.73788224054636,56529500,18138500,27824900
2024-02-14,182.83702087402344,146.27053833007812,404.9769287109375,184.2071864451767,146.9564634963974,405.32307733535373,181.13922150541597,144.69489753725608,400.111169801605,183.9986922104331,146.49917499597663,403.5725956832902,54630500,16651800,20401200
2024-02-15,182.54908752441406,143.08944702148438,402.0792236328125,183.17460050228618,143.90459367435525,404.6209064246705,180.05698915939104,141.04162218804532,399.8342525934749,182.2413002337134,143.6063785383192,403.6418270582009,65434500,26724300,21825500
2024-02-16,181.01014709472656,140.92233276367188,399.6067810058594,183.53204565484478,143.62626146002236,403.7901722944783,180.37471083115267,140.6837606348687,398.99361896429224,182.1122335213933,143.35786781511877,403.4637923812322,49752500,21865100,22296500
2024-02-20,180.26548767089844,141.3597412109375,398.3507995605469,181.12927978468986,142.48206779776814,400.0320454973026,178.7166127841021,139.96801983856676,393.62348186339256,180.49384354523508,140.10719197580383,398.7958219344355,53665600,18625600,24307900
2024-02-21,181.0200653076172,142.99005126953125,397.7474670410156,181.5859933284812,143.1292234081102,397.85627039792524,179.3718974749363,141.0714628470767,392.8421408842448,180.64276986037862,141.7971450576223,395.75964027371015,41371400,16440800,18518900
2024-02-22,183.05545043945312,144.4613037109375,407.1131286621094,183.64125529629035,145.33609342970553,408.28011643608824,181.15908011476066,143.15903182861547,404.0670871504759,182.17179668082835,145.25656433370406,405.6692280234365,52292200,23024700,27009900
2024-02-23,181.21864318847656,144.4314727783203,405.8175354003906,183.72066477086588,145.09255177888215,411.2766872182918,180.9307023940782,143.93442728498795,404.46263934607134,183.6908798817894,144.11337155027243,411.0888090231092,45119700,14519400,16295900
2024-02-26,179.86834716796875,137.9301300048828,403.0484313964844,181.45693020455124,142.99004969215943,407.61750865515694,179.36197373162466,137.9201945553173,402.87039227350954,180.94064867140935,142.60235479835018,406.9252114178632,40867400,33513000,16193500
2024-02-27,181.32786560058594,139.27215576171875,402.9891357421875,182.60866132395924,139.65985064662803,403.8198744020147,178.27974721589908,137.681604087482,399.3991374820922,179.8087756065873,138.58623054181194,403.4934944613291,54318900,22364000,14835800
2024-02-28,180.12649536132812,136.617919921875,403.2264404296875,181.81437153541262,138.4569943537666,404.7890136651283,178.84569957246276,135.83259469990304,400.85289732894444,181.20872015618278,138.27806525330146,403.6813622301974,48953900,30628700,13183100
2024-02-29,179.46127319335938,138.9540252685547,409.0812072753906,181.26830407372196,139.1230189019037,409.63503299154024,178.2499704416867,136.757092866394,401.44628969562774,179.97756989489093,137.53248255758288,404.1363132517421,136682600,35485000,31947300
2024-03-01,178.37904357910156,137.26406860351562,410.92071533203125,179.24283570733874,139.17272124608434,411.28663268034427,176.11530099131116,137.15969330979547,406.35163783892614,178.26982726346276,138.7850264150723,406.7373238991448,73563100,28551500,17823400
2024-03-04,173.85154724121094,133.40699768066406,410.3471374511719,175.63870116419773,135.8226464903749,412.7503489287205,172.55087478393426,132.07491949581865,407.77578628129385,174.8940486462885,135.7331667799237,408.8834378175513,81510100,43571500,17596000
2024-03-05,168.90704345703125,132.98948669433594,398.21234130859375,170.8133520831047,133.22807398414722,409.6845023906636,168.41060844555398,130.77266811276874,396.22451427648355,169.5424796657224,131.9556387757354,409.3976900637708,95132400,28447600,26919200
2024-03-06,167.9141845703125,131.7766876220703,397.658447265625,170.01907946057096,133.94381367742895,400.6946191593844,167.47731930724007,131.17029156473757,393.9992441346355,169.84035496658896,133.44676822612746,398.5287533624504,68587700,23175200,22344100
2024-03-07,167.7950439453125,134.44085693359375,404.6308288574219,169.51270494606766,135.01743146792404,405.26375963919287,167.28868565722726,131.87610062652035,397.80685051788544,167.94396839769192,133.09882816954288,401.64409335772916,71765100,24107300,18718500
2024-03-08,169.51271057128906,135.48464965820312,401.7429504394531,172.46153602621885,138.16373206435964,405.8966732764971,167.73547973060533,134.00346384234777,399.87376610841244,167.7950495135339,134.23707582364784,403.46376381248507,76267000,26495200,18002200
2024-03-11,171.518310546875,138.11898803710938,400.0617370605469,173.13669366515666,139.1528358687058,401.20895621575255,170.82330450374639,136.26004296238767,396.8376863432141,171.70695829072324,136.26004296238767,399.310133613595,60139500,22536400,16120800
2024-03-12,171.994873046875,138.79498291015625,410.703125,172.7891721100731,139.4510866217072,410.98993730983005,169.79070034274764,137.39332610463848,402.3067044386273,171.91544162555573,137.433083071115,403.1275435831552,59825400,19019700,22457000
2024-03-13,169.90985107421875,139.9381866455078,410.5251159667969,171.95516088785197,141.34979396788552,413.571157465626,169.54247886546352,139.18266781900704,406.9153492946695,171.53815729817867,139.23237540000693,413.49205243943396,52488700,19637000,17115900
2024-03-14,171.76651000976562,143.48709106445312,420.5335693359375,173.06716728584055,143.87478594707295,423.10492026926096,170.82328653971078,140.64896551131784,413.3832416992079,171.67715534575908,141.45915210197046,415.60844401398504,72913500,36117900,34157300
2024-03-15,171.3892364501953,141.3299102783203,411.83056640625,171.3892364501953,143.4870858460988,417.9424481650146,169.07584723661714,140.29606235180813,408.2405685225254,169.94957779625068,142.56258853217557,414.66893074173265,121752700,41039500,45079900
2024-03-18,172.4813690185547,147.60263061523438,412.7206115722656,176.44292557517804,152.02633262688852,416.0930326692394,172.28279805844676,147.26464330841702,409.2196184111682,174.3181844870376,148.4873710175652,409.68443962233437,75604200,47676700,20106000
2024-03-19,174.8245391845703,147.0459442138672,416.7655334472656,175.35075903574833,148.7358959412155,417.02267757704544,171.7962828664752,146.14131773070486,410.97010235049925,173.09694005146207,148.09967828496818,413.22497266505087,55215200,17748400,19837900
2024-03-20,177.39610290527344,148.79550170898438,420.5434875488281,177.39610290527344,148.87503079217458,421.2654227938467,173.84162605000233,146.79240938003514,416.0238469576272,174.467139074951,147.9107615153482,417.3490749958178,53423100,17730000,17860100
2024-03-21,170.14813232421875,147.861083984375,424.6378173828125,176.22450721449738,150.41091436773635,426.07184869793537,169.6219124199128,147.13538671549907,422.4521827120365,175.78764197696165,149.43174940597726,425.0927391745549,106181300,19843900,21296200
2024-03-22,171.05166625976562,150.87319946289062,424.0147705078125,171.81618050845861,151.65852470027477,425.1224219595106,168.8474933401544,149.2031186493154,421.374213954432,170.5353695457136,149.35224140458791,424.9642119074724,71160100,19252900,17648500
2024-03-25,169.63185119628906,150.25685119628906,418.1995849609375,170.7140758962492,150.5610428048825,422.69945686878276,168.24182406010684,147.9207464068271,416.96336138975573,169.3538487990515,150.0580360265556,420.5533594694659,54288300,15114700,18060500
2024-03-26,168.49998474121094,150.80360412597656,417.00286865234375,170.19778406175462,152.29474065029794,421.2950326486401,168.37090678526505,150.13756496534802,416.70618711068727,168.78791039294236,150.3463307529481,420.91921590838507,57388400,19312700,16725600
2024-03-27,172.07431030273438,151.04217529296875,416.78533935546875,172.36225110852925,151.78774347547167,419.7720747256789,168.89712909220745,149.2428731728415,414.3920274982848,169.19499314475576,151.24596574975436,419.7621752794236,60273300,16622000,16705000
2024-03-28,170.25735473632812,151.3602752685547,416.0831604003906,171.00200728609337,151.76785617881936,417.2204799799258,169.29426955996547,150.43577801069048,414.5007882900106,170.5254338962422,151.10181709475492,416.32050565351443,65672700,21105600,21871200
2024-04-01,168.8177032470703,155.5752410888672,419.8907470703125,170.02900599080004,156.07228658755366,423.17416401356485,168.2716216576847,150.7538936841584,417.56664079478026,169.96943620832081,150.9328379513705,419.27758502766966,46240500,24469800,16316000
2024-04-02,167.63616943359375,154.94894409179688,416.79522705078125,168.13260444031488,155.06824531474004,417.72486953541625,167.0305181193942,152.55319654534185,413.2348973416725,167.87446369081778,153.83556713514977,415.4798683479255,49329500,17598100,17912000
2024-04-03,168.44039916992188,155.4459991455078,415.8161315917969,169.46305411699578,155.624943406665,418.5951594920779,167.37803608655156,153.22123218444426,414.47110478435076,167.5865303145986,154.00457028181484,415.1040656775575,47691700,17266200,16502300
2024-04-04,167.61631774902344,151.04217529296875,413.2745056152344,170.69420560535343,155.25711104346615,423.94559634674056,167.61631774902344,150.98253226534828,412.9679245721771,169.07582268557752,154.163620143636,420.30613107413274,53704400,24184800,19370900
2024-04-05,168.37091064453125,153.0303497314453,420.8302917480469,169.17513298848516,153.92502543984406,421.8094013848157,167.74539764368038,150.18823521970856,413.7096617584277,168.3808338913719,150.78369467528657,415.38103851823735,42104800,16297300,16554800
2024-04-08,167.24896240234375,155.2173614501953,419.9104919433594,167.99361496437555,155.72931768640746,422.5708472466926,167.04046816897213,153.0800719596687,418.63470088049553,167.82482886831443,153.10491816614896,420.48411653092035,37425500,16641500,14272400
2024-04-09,168.46026611328125,157.20555114746094,421.5818786621094,168.86734648560252,158.9452104086843,423.0257792491063,167.1496854743383,155.71441463784092,416.9732338650976,167.49718091534808,156.42022592658938,421.74011889073387,42373800,21521500,12496900
2024-04-10,166.583740234375,156.72837829589844,418.5951843261719,167.88439761067826,157.2254237565588,419.3566871510799,165.91851910107465,155.27699887657573,415.0744221472326,167.59647195447172,156.9470795120789,417.5369697470064,49709300,16339200,16216600
2024-04-11,173.79196166992188,159.83987426757812,423.21368408203125,174.20898041040104,160.16792609534323,424.6378159464607,166.96102623293754,156.99677359557123,417.7050650079003,167.13973556457645,157.40435451812397,421.1269533333631,91070300,17841700,17966400
2024-04-12,175.29122924804688,158.24935913085938,417.2501525878906,177.08832180821437,160.74452224435305,420.4940018672189,172.96791671667,157.662849042733,415.14362290023075,173.0175481045229,158.46308506945402,419.3764509864425,101670900,16989800,19253800
2024-04-15,171.45872497558594,155.40625,409.0812072753906,175.37063525095596,159.87965956188154,422.1159406782311,171.27007724910962,155.22730572983969,408.87349999590606,174.10968609239896,159.33290647059323,421.898364133941,73531800,21140900,20273500
2024-04-16,168.1723175048828,155.07818603515625,410.0108337402344,172.5210775974863,156.3009136393726,413.7887401482267,167.0702312509368,154.13380267956435,409.1702258721835,170.52541444574328,154.7203126914071,410.00096447508815,73711200,15413200,16765600
2024-04-17,166.8021697998047,155.9530029296875,407.301025390625,169.43326939438703,157.74335574694067,414.26344459371984,166.8021697998047,155.21239481054505,405.8076577445542,168.4006911997193,156.26116871665113,412.6514043206412,50901200,16237800,15855500
2024-04-18,165.84901428222656,156.5295867919922,399.8144226074219,167.4376124969012,157.54852407282544,407.3504659255286,165.36251763085394,155.2869729526219,399.49797234974403,166.83196113193097,155.99774442827146,406.1043430605785,43122900,14016100,21029900
2024-04-19,163.82357788085938,154.7998504638672,394.7212219238281,165.21359005742565,157.05644126257425,401.0111429150955,162.91013914340203,153.00054819560452,393.3860944801934,165.02495745131748,156.8178539638261,399.5771115531844,68149400,21479900,30565800
2024-04-22,164.6575469970703,157.0166778564453,396.54095458984375,166.0674204920171,158.2443809063645,398.4101391191041,163.5951840406637,154.74021603277106,391.38838318863185,164.33983649468445,155.08813879808233,395.6706483655049,48116400,17243900,20286900
2024-04-23,165.7100067138672,158.97503662109375,403.0780944824219,165.85894631264824,159.53172517414833,403.70115595190015,163.74412823991455,157.03158682591624,398.61779046162303,164.17107024309314,157.65289372327635,399.78477819553336,49537800,16115400,15734500
2024-04-24,167.8148956298828,160.1480712890625,404.5516357421875,168.09289802448964,160.43635101408688,407.9240568237566,165.02493328758231,157.88154495006788,402.2967654513749,165.35256706337344,158.14993860724132,405.04612510579756,48251800,19485700,15065300
2024-04-25,168.67869567871094,157.0166778564453,394.64215087890625,169.39356334150216,157.3447297222249,395.4827889847814,166.9510963019663,151.86530642343064,383.7534834719766,168.3212618473153,152.45380359070538,389.6873569046374,50558300,36197800,40586500
2024-04-26,168.0928955078125,172.6636505126953,401.8418884277344,170.1183436596222,175.3775144172109,408.4482598176065,167.97374080476908,170.3871738616868,401.28806269332824,168.66876193087458,174.95006261198014,407.6274206623671,44838400,56500800,29694700
2024-04-29,172.26295471191406,166.90786743164062,397.8167419433594,174.7749147415349,170.36731492110758,401.84189310160997,171.86581274952138,166.0728346591311,394.79046908042733,172.1338767566388,169.76091882398472,400.7836784898605,68169400,35914600,19582100
2024-04-30,169.1155548095703,163.66712951660156,385.0390930175781,173.74233280675443,168.86622081448593,397.72770759660574,168.78790588015656,163.52795739364979,384.880882973138,172.09416491333778,166.39094411565628,397.06507853790987,65934800,29420800,28781400
2024-05-01,168.0928955078125,164.59164428710938,390.5872802734375,171.47858587357683,167.8124892261671,397.29255516859246,167.90424778215495,163.9255900086355,386.0083037107917,168.37089789825708,165.1980251988896,388.2829428234783,50383100,25223200,23562500
2024-05-02,171.79632568359375,167.46458435058594,393.455322265625,172.18354444700543,167.53416283614857,395.5222843363775,169.67158410871994,164.71094790484528,390.30047747836124,171.28002894904594,165.68515288310124,393.2773133250789,94214900,17041100,17709400
2024-05-03,182.072509765625,167.99143981933594,402.1781311035156,185.66669440285864,168.84635866709175,402.66272106797066,181.3576421366733,164.00512528995867,397.431014652392,185.3191838346203,168.5381777222921,397.8463990370952,163224100,22767100,17446700
2024-05-06,180.41441345214844,168.8264617919922,408.9822692871094,182.8866500436298,168.89604026830736,409.3679552945795,179.13360267463952,166.89792299131395,401.8912785681901,181.04984964293004,168.22006572753793,404.254952201575,78569700,15147900,16996600
2024-05-07,181.09950256347656,171.95785522460938,404.82861328125,183.5816778461448,172.44496527047554,410.09988764131936,180.02721617336002,168.99546832125176,404.5813685599285,182.14201921219635,169.11475438610685,410.0899881944696,77305800,21102400,20018200
2024-05-08,181.43707275390625,170.1486053466797,406.0153503417969,181.76472167822584,170.89317240681382,407.68672686794355,180.1562619452029,169.51437485492383,402.2275447730789,181.5462890620128,169.74102442939565,403.6714754994307,45057100,14569900,11792300
2024-05-09,183.2540283203125,170.56613159179688,407.7757568359375,183.34338298682428,171.4210504384506,408.1713423301442,180.81156138569682,168.92587237916933,404.59124380852967,181.25834986825006,170.13866458415777,406.0450438901993,48983000,11937700,14689700
2024-05-10,181.9913787841797,169.28375244140625,410.1690673828125,184.01957427538,170.3275510419372,410.8020283165112,181.07670119634082,166.9178261379779,407.2614672287658,183.83067066594327,168.68730693297795,408.3889175739522,50759500,18740500,13402300
2024-05-13,185.2027130126953,169.89013671875,409.16033935546875,186.01797810895252,169.9398442998084,413.73931635314705,183.55230940603695,164.78050985960223,406.2923066683535,184.36757450229416,164.86700135401634,413.40306715905325,72044800,19648600,15440200
2024-05-14,186.3460235595703,170.9140625,411.9690246582031,187.2110023802185,171.75904593797182,412.8887677392151,185.2126171602605,169.41299051424886,407.01423099397886,186.42556271379902,170.57607519226138,407.47905225770086,52393600,18729500,15109300
2024-05-15,188.622802734375,172.8525390625,419.1718444824219,189.54741702859607,173.01755852407757,419.8951120945601,186.2863873072406,171.01346473943843,413.4155159621218,186.8232728469217,171.28187354287763,414.0397012631118,70400000,20958200,22239500
2024-05-16,188.74209594726562,174.39337158203125,417.1011962890625,189.99481870677727,175.2979980051797,421.4902982069247,188.5631442219314,173.02153635812834,416.4671238579369,189.36845732702145,173.56828942534028,417.90371168970796,52845200,17247300,17530100
2024-05-17,188.7719268798828,176.24237060546875,416.328369140625,189.70649303935699,176.44616106207522,419.01335772051186,188.08591490450098,173.94602303235814,414.1685137971008,188.4140082479681,174.51266213150154,418.63686307177926,41282900,16546400,15352200
2024-05-20,189.93515014648438,177.4054718017578,421.41094970703125,190.81006568993442,178.8866575608345,422.8277329316598,187.91689147556073,176.177768911966,416.1103638876109,188.23504809883084,176.26225814551978,416.32833286337484,44361300,17495100,16272100
2024-05-21,191.2375946044922,178.47909545898438,425.07684326171875,191.6153866469515,178.7574549003471,428.9705334710034,189.815856788038,176.26227672660164,420.9255450713884,189.98487181213304,177.34583230037447,422.88723589418726,42309400,14706000,21453300
2024-05-22,189.79595947265625,176.9481964111328,426.5431213378906,191.70486886169914,177.7951669108366,428.41567724259045,189.1696132758398,175.7354041885328,423.1844517072994,191.15804664976199,177.34582674011241,426.1171006588035,34648500,16189400,18073700
2024-05-23,185.7992401123047,174.0255584716797,423.0556640625,189.89540846653745,178.8469056242344,429.5947037930371,185.55068591274116,173.50862693286606,421.4902723328989,189.87551988281993,177.72357800199248,428.97051846736764,51005900,14928400,17211700
2024-05-24,188.8812713623047,175.28807067871094,426.18646240234375,189.4778074092878,176.25631435754266,427.07814273445496,186.95248867034007,174.16474297662478,420.4895772016025,187.72799159963486,175.47695039873872,423.2438961414034,36327000,11403600,11855300
2024-05-28,188.89125061035156,176.9680633544922,426.3450012207031,191.8838376427625,177.45515817956164,426.8403825578059,188.00639828711084,174.64187915859887,422.6593628632313,190.40244918609352,174.70153735326124,425.6613725566471,52280100,15655300,15718000
2024-05-29,189.1894989013672,176.3517303466797,425.2055969238281,191.13817040866115,177.17682766422985,426.959235835121,188.41401104911338,175.21846725831693,421.7577322025146,188.5134387924459,175.76522032038324,421.7577322025146,53068000,15023800,15517100
2024-05-30,190.18368530273438,172.534423828125,410.83953857421875,191.0685374632305,175.64593337313383,420.3805569661453,189.5275138813011,172.20637199253986,410.4134876792539,189.65675172235697,175.64593337313383,420.3805569661453,49889100,18826300,28394500
2024-05-31,191.13815307617188,172.93206787109375,411.2952880859375,191.4563096895504,173.3893412124344,412.90031868017155,188.81168973037515,169.95973047788317,400.7733939809139,190.33284000805318,172.37536419894676,412.90031868017155,75158300,28085200,47995300
2024-06-03,192.90786743164062,173.3893585205078,409.7001647949219,193.86232215027837,174.82085205453222,412.58328776743826,191.40660565779223,171.4309979452974,405.14268074171713,191.7843976924141,172.85255602956144,411.6916074194493,50080500,20742800,17484700
2024-06-04,193.2260284423828,174.0951690673828,412.22662353515625,194.19041988861153,174.1548121029323,412.5932008783865,191.91365507081835,172.1964515363877,405.89563568095855,193.51434462038463,173.41917927102895,408.62023297171766,47471400,14066600,14348900
2024-06-05,194.7372283935547,176.02371215820312,420.0932922363281,195.76127042413225,176.91838804924114,420.1626226445845,193.74301165159252,174.2542161073903,412.45449022904074,194.269945311189,175.49186979796482,413.95055154632206,54156800,15233900,16988000
2024-06-06,193.3552703857422,177.29612731933594,420.5985107421875,195.3635924798522,177.6540006687256,421.38122162993574,193.04706561878618,176.16286424103941,416.6949038401279,194.55827933508485,176.38155029529918,420.0932423972592,41181800,14255800,14861300
2024-06-07,195.75132751464844,174.91030883789062,419.93475341796875,195.80104138427978,178.35980582969552,422.3422993904052,193.0172315608974,174.75125063703723,419.09259912200673,193.5242766218339,177.4054869618251,422.2630516824485,53103900,14716300,13621700
2024-06-10,192.00314331054688,175.7860870361328,423.9176330566406,196.1589774177998,177.61729208316433,424.1256847583601,191.03875180216343,173.5468372773293,419.97441684803016,195.76128159599278,175.60693915876868,420.7769322189121,97010200,17099800,13982900
2024-06-11,205.9519805908203,177.33863830566406,428.68316650390625,205.9619324668351,177.5376796995729,428.82188778491104,192.51018190883102,174.60177737823386,421.3218074365333,192.53005531977516,176.87088267774155,421.54969372575147,172373300,14402400,14551100
2024-06-12,211.8377685546875,178.70208740234375,436.98577880859375,218.92652361101457,181.21005148050455,439.3041598174871,205.7034379048798,176.9305931844839,429.2479248102113,206.17072098738436,178.89118204119703,431.29881078427445,198134300,18600400,22366200
2024-06-13,213.00099182128906,175.89556884765625,437.5009765625,215.49647028335949,177.65710112522518,439.2942848532079,210.37626033331,175.81594925308312,435.31139947750404,213.49810017257707,176.99030410479574,436.7777391476236,97862700,15956900,15960600
2024-06-14,211.2611083984375,177.51779174804688,438.4818420410156,213.9256018265929,177.87607237330323,439.04658401937843,210.07798811856898,175.01183190829872,432.6858743754039,212.61324369392398,175.01183190829872,434.23146172147676,70122700,12361600,13582000
2024-06-17,215.4169464111328,177.9258270263672,444.2282409667969,217.6837594401996,179.06037974813532,446.774508213362,211.4897931914233,175.6467748275639,436.64891280244507,212.13602802573277,176.1344239957107,438.5016341053226,93728300,15272900,20790000
2024-06-18,213.0507049560547,175.60696411132812,442.2170104980469,217.3656172672209,178.05521754395593,445.9819268194956,211.7681719978675,174.7809278161781,440.7804227549636,216.3316233309755,177.93578054678056,445.55587588842855,79943300,15640300,17112500
2024-06-20,208.46734619140625,176.86094665527344,441.5829162597656,213.00098699569836,177.8860243226978,442.4052359389207,207.64215969704074,175.61691888549765,437.1938148300054,212.6927670816265,175.8657244394528,442.17734964919055,86172500,16753200,19877400
2024-06-21,206.2900390625,179.3987579345703,445.6252136230469,210.66458669732776,181.63999735588834,446.41781163119543,205.91223184266303,177.2092720142236,442.3854307142529,209.17326157128963,177.63722547985515,443.24738936292533,241805100,58903200,34187100
2024-06-24,206.93629455566406,179.92620849609375,443.53472900390625,211.4699209644532,181.21005359280775,448.5677899641911,205.39525540402906,179.36888651353593,442.286358388998,206.51872529912245,180.4138728237744,445.64502805126915,80727000,18198300,15913700
