Date,Ticker,Close,High,Low,Open,Volume
2024-01-17,MSFT,384.4666137695313,385.09837624388496,379.8664755752944,382.99576492837696,22234100.0
2024-01-18,AAPL,187.04640197753903,187.55211493445296,184.26990575318283,184.52771753168437,78005800.0
2024-01-18,GOOG,144.1332550048828,144.72474034471793,142.50294642304615,142.59241096975455,18876800.0
2024-01-18,MSFT,388.81005859375,388.92851216757646,385.1082337840364,386.6876850612864,23392100.0
2024-01-19,AAPL,189.9517974853516,190.33852272040096,187.23481023986653,187.74052319933503,68903000.0
2024-01-19,GOOG,147.09564208984375,147.16522057008055,144.9384665045121,145.44047212985262,27181000.0
2024-01-19,MSFT,393.5484313964844,393.5484313964844,388.44483542424194,390.6758115906089,29331100.0
2024-01-22,AAPL,192.26223754882807,193.69015075906108,190.64591702187172,190.68558968364889,60133900.0
2024-01-22,GOOG,146.83718872070312,149.12856120157485,146.70795203635896,147.8312797236583,21829200.0
2024-01-22,MSFT,391.4161987304688,395.4733846867512,388.5336975880605,394.8810866300338,27016900.0
2024-01-23,AAPL,193.54139709472656,194.10661903356933,192.20273983497611,193.3827518428589,42355600.0
2024-01-23,GOOG,147.8014373779297,147.98038163929337,146.32025154817293,146.8471185460712,14113600.0
2024-01-23,MSFT,393.7754821777344,394.2493266512468,388.8693286128031,390.665955016982,20525900.0
2024-01-24,AAPL,192.86712646484372,194.73134826169684,192.7084660713482,193.77940103141137,53631300.0
2024-01-24,GOOG,149.46160888671875,150.67440129036194,148.95461269766793,149.40195067670388,19245000.0
2024-01-24,MSFT,397.388427734375,400.4189955779341,395.3055487437025,396.38154221940175,24867000.0
2024-01-25,AAPL,192.53990173339844,194.622277860624,191.48880306885755,193.5810897970112,54822100.0
2024-01-25,GOOG,152.73214721679688,153.8455243308292,150.32644871333386,150.84338030283124,21495100.0
2024-01-25,MSFT,399.6687927246094,401.7813154634368,397.3588573808602,399.1258704041607,21021200.0
2024-01-26,AAPL,190.80458068847656,193.1249321296598,190.3286146537771,192.63905549468925,44594000.0
2024-01-26,GOOG,152.88124084472656,153.1993572303287,151.89710051009624,151.96667898905662,19494500.0
2024-01-26,MSFT,398.7408142089844,400.9520580251764,397.260084299944,399.1751640590117,17803300.0
2024-01-29,AAPL,190.12039184570312,190.58644733122568,187.9884474907554,190.3980399906073,47145600.0
2024-01-29,GOOG,153.92503356933594,154.28290690532094,152.01638083362383,152.7321275055938,20909300.0
2024-01-29,MSFT,404.4564514160156,404.71312091427023,399.13568066698633,400.8434667217464,24510200.0
2024-01-30,AAPL,186.4613342285156,190.18977744614463,185.89612743839436,189.33699683048337,55859400.0
2024-01-30,GOOG,152.1456298828125,154.12386125577916,151.87224575789702,153.09994874398615,26578900.0
2024-01-30,MSFT,403.3410034179688,407.74369913947424,401.2285108107696,406.9638696451577,33477600.0
2024-01-31,AAPL,182.85189819335935,185.52924295226455,182.80233006356883,185.4697339612798,55467800.0
2024-01-31,GOOG,140.9621124267578,144.72971079205195,140.71358966689704,144.53089561788846,43908600.0
2024-01-31,MSFT,392.472412109375,409.9845328662981,392.1071701932433,401.7319152692152,47871100.0
2024-02-01,AAPL,185.29124450683597,185.3804852934909,182.2767730445643,182.44534401847451,64885400.0
2024-02-01,GOOG,141.86672973632812,143.7654319706896,141.41937666261583,142.8409346447498,25526900.0
2024-02-01,MSFT,398.5927429199219,402.7585308905264,396.6381686159988,396.6677820088373,30657700.0
2024-02-02,AAPL,184.2897491455078,185.75731994134992,177.74515173237538,178.35003123610636,102551700.0
2024-02-02,GOOG,142.69180297851562,143.02980541709115,137.35353962963936,140.0574681265023,42136100.0
2024-02-02,MSFT,405.9371337890625,407.3487556129593,398.3755367797246,398.6223250758824,28256700.0
2024-02-05,AAPL,186.10438537597656,187.66121220628372,184.27983613833493,186.5704408518845,69668800.0
2024-02-05,GOOG,144.0736083984375,145.80333228377611,143.05964645023528,143.18886797189305,29254400.0
2024-02-05,MSFT,400.438720703125,405.8779448983845,398.800042648597,404.63412212946537,25352300.0
2024-02-06,AAPL,187.71078491210935,187.7206955127049,185.2020260688322,185.291266866256,43490800.0
2024-02-06,GOOG,144.55075073242188,145.8728933519984,143.66601050351696,145.09750372076138,21517700.0
2024-02-06,MSFT,400.2807922363281,402.72894332826615,397.7339499122829,400.6657964934495,18382600.0
2024-02-07,AAPL,187.81985473632807,189.4460858813363,187.02656792958788,189.0395243124124,53439000.0
2024-02-07,GOOG,145.81324768066406,146.13136405342033,144.35194799526352,145.25655919696413,21436100.0
2024-02-07,MSFT,408.7308044433594,408.97759276390855,402.1662411418564,402.2057357082919,22340500.0
2024-02-08,AAPL,186.739013671875,187.9487575459241,185.77715585449096,187.8000228857875,40962000.0
2024-02-08,GOOG,146.35006713867188,146.73776199253567,145.55479136523687,146.10154440751242,18241300.0
2024-02-08,MSFT,408.7900695800781,410.2214540237569,407.23038050312016,408.7308427876322,21225300.0
2024-02-09,AAPL,187.50352478027344,188.63539609029752,186.6595791337662,187.304938639922,45155200.0
2024-02-09,GOOG,149.3323516845703,149.80455097844663,146.55882929176255,147.075760860539,21877700.0
2024-02-09,MSFT,415.1472778320313,415.4138284838294,409.7574296442869,409.9153777757717,22032800.0
2024-02-12,AAPL,185.8156280517578,187.32479480430877,185.45819421957455,187.0765772861258,41781900.0
2024-02-12,GOOG,147.8511505126953,149.70016038356613,147.68215686255323,148.65636179751206,17236100.0
2024-02-12,MSFT,409.92529296875,415.3348738248099,409.4218351407045,415.1571934592156,21202900.0
2024-02-13,AAPL,183.7206878662109,184.8823592862032,182.2015977323704,184.44549399150463,56529500.0
2024-02-13,GOOG,145.50509643554688,147.1652266037895,144.25254722231065,145.20688126712756,18138500.0
2024-02-13,MSFT,401.1001586914063,404.8019837750344,398.2078065895252,399.7378822405464,27824900.0
2024-02-14,AAPL,182.83702087402344,184.2071864451767,181.139221505416,183.9986922104331,54630500.0
2024-02-14,GOOG,146.27053833007812,146.9564634963974,144.69489753725608,146.49917499597663,16651800.0
2024-02-14,MSFT,404.9769287109375,405.3230773353537,400.111169801605,403.5725956832902,20401200.0
2024-02-15,AAPL,182.5490875244141,183.17460050228615,180.05698915939104,182.2413002337134,65434500.0
2024-02-15,GOOG,143.08944702148438,143.90459367435523,141.04162218804532,143.6063785383192,26724300.0
2024-02-15,MSFT,402.0792236328125,404.6209064246705,399.8342525934749,403.6418270582009,21825500.0
2024-02-16,AAPL,181.01014709472656,183.5320456548448,180.37471083115267,182.1122335213933,49752500.0
2024-02-16,GOOG,140.92233276367188,143.62626146002236,140.6837606348687,143.35786781511877,21865100.0
2024-02-16,MSFT,399.6067810058594,403.7901722944783,398.9936189642922,403.4637923812322,22296500.0
2024-02-20,AAPL,180.26548767089844,181.12927978468983,178.7166127841021,180.49384354523508,53665600.0
2024-02-20,GOOG,141.3597412109375,142.48206779776814,139.96801983856676,140.10719197580383,18625600.0
2024-02-20,MSFT,398.3507995605469,400.0320454973026,393.62348186339256,398.7958219344355,24307900.0
2024-02-21,AAPL,181.0200653076172,181.5859933284812,179.3718974749363,180.64276986037865,41371400.0
2024-02-21,GOOG,142.99005126953125,143.1292234081102,141.0714628470767,141.7971450576223,16440800.0
2024-02-21,MSFT,397.7474670410156,397.8562703979253,392.8421408842448,395.75964027371015,18518900.0
2024-02-22,AAPL,183.05545043945312,183.64125529629035,181.15908011476063,182.17179668082835,52292200.0
2024-02-22,GOOG,144.4613037109375,145.33609342970553,143.15903182861547,145.25656433370406,23024700.0
2024-02-22,MSFT,407.1131286621094,408.2801164360882,404.0670871504759,405.6692280234365,27009900.0
2024-02-23,AAPL,181.21864318847656,183.72066477086588,180.9307023940782,183.6908798817894,45119700.0
2024-02-23,GOOG,144.4314727783203,145.09255177888215,143.93442728498795,144.11337155027243,14519400.0
2024-02-23,MSFT,405.8175354003906,411.2766872182918,404.46263934607134,411.0888090231092,16295900.0
2024-02-26,AAPL,179.86834716796875,181.45693020455124,179.36197373162466,180.94064867140932,40867400.0
2024-02-26,GOOG,137.9301300048828,142.99004969215943,137.9201945553173,142.60235479835018,33513000.0
2024-02-26,MSFT,403.0484313964844,407.61750865515694,402.8703922735096,406.9252114178632,16193500.0
2024-02-27,AAPL,181.32786560058597,182.60866132395924,178.27974721589908,179.8087756065873,54318900.0
2024-02-27,GOOG,139.27215576171875,139.65985064662803,137.681604087482,138.58623054181194,22364000.0
2024-02-27,MSFT,402.9891357421875,403.8198744020147,399.3991374820922,403.4934944613291,14835800.0
2024-02-28,AAPL,180.12649536132812,181.81437153541265,178.84569957246276,181.2087201561828,48953900.0
2024-02-28,GOOG,136.617919921875,138.4569943537666,135.83259469990304,138.27806525330146,30628700.0
2024-02-28,MSFT,403.2264404296875,404.7890136651283,400.8528973289445,403.6813622301974,13183100.0
2024-02-29,AAPL,179.46127319335938,181.268304073722,178.2499704416867,179.97756989489093,136682600.0
2024-02-29,GOOG,138.9540252685547,139.1230189019037,136.757092866394,137.53248255758288,35485000.0
2024-02-29,MSFT,409.0812072753906,409.6350329915402,401.4462896956277,404.1363132517421,31947300.0
2024-03-01,AAPL,178.37904357910156,179.24283570733874,176.11530099131116,178.26982726346276,73563100.0
2024-03-01,GOOG,137.26406860351562,139.17272124608434,137.15969330979547,138.7850264150723,28551500.0
2024-03-01,MSFT,410.9207153320313,411.2866326803442,406.3516378389261,406.7373238991448,17823400.0
2024-03-04,AAPL,173.85154724121094,175.63870116419773,172.55087478393426,174.8940486462885,81510100.0
2024-03-04,GOOG,133.40699768066406,135.8226464903749,132.07491949581865,135.7331667799237,43571500.0
2024-03-04,MSFT,410.3471374511719,412.7503489287205,407.77578628129385,408.8834378175513,17596000.0
2024-03-05,AAPL,168.90704345703125,170.8133520831047,168.41060844555398,169.5424796657224,95132400.0
2024-03-05,GOOG,132.98948669433594,133.22807398414722,130.77266811276874,131.9556387757354,28447600.0
2024-03-05,MSFT,398.21234130859375,409.6845023906636,396.2245142764836,409.3976900637708,26919200.0
2024-03-06,AAPL,167.9141845703125,170.01907946057096,167.47731930724007,169.84035496658896,68587700.0
2024-03-06,GOOG,131.7766876220703,133.94381367742895,131.17029156473757,133.44676822612746,23175200.0
2024-03-06,MSFT,397.658447265625,400.6946191593844,393.9992441346355,398.5287533624504,22344100.0
2024-03-07,AAPL,167.7950439453125,169.51270494606766,167.28868565722726,167.94396839769192,71765100.0
2024-03-07,GOOG,134.44085693359375,135.01743146792404,131.87610062652035,133.09882816954288,24107300.0
2024-03-07,MSFT,404.6308288574219,405.26375963919287,397.80685051788544,401.6440933577292,18718500.0
2024-03-08,AAPL,169.51271057128906,172.46153602621885,167.7354797306053,167.7950495135339,76267000.0
2024-03-08,GOOG,135.48464965820312,138.16373206435964,134.00346384234777,134.23707582364784,26495200.0
2024-03-08,MSFT,401.7429504394531,405.8966732764971,399.8737661084125,403.463763812485,18002200.0
2024-03-11,AAPL,171.518310546875,173.13669366515666,170.8233045037464,171.70695829072324,60139500.0
2024-03-11,GOOG,138.11898803710938,139.1528358687058,136.26004296238767,136.26004296238767,22536400.0
2024-03-11,MSFT,400.0617370605469,401.20895621575255,396.8376863432141,399.310133613595,16120800.0
2024-03-12,AAPL,171.994873046875,172.7891721100731,169.79070034274764,171.91544162555573,59825400.0
2024-03-12,GOOG,138.79498291015625,139.4510866217072,137.39332610463848,137.433083071115,19019700.0
2024-03-12,MSFT,410.703125,410.98993730983005,402.3067044386273,403.1275435831552,22457000.0
2024-03-13,AAPL,169.90985107421875,171.95516088785195,169.54247886546352,171.53815729817867,52488700.0
2024-03-13,GOOG,139.9381866455078,141.34979396788552,139.18266781900704,139.23237540000693,19637000.0
2024-03-13,MSFT,410.5251159667969,413.571157465626,406.9153492946695,413.492052439434,17115900.0
2024-03-14,AAPL,171.76651000976562,173.06716728584055,170.82328653971078,171.67715534575908,72913500.0
2024-03-14,GOOG,143.48709106445312,143.87478594707295,140.64896551131784,141.45915210197046,36117900.0
2024-03-14,MSFT,420.5335693359375,423.10492026926096,413.3832416992079,415.608444013985,34157300.0
2024-03-15,AAPL,171.3892364501953,171.3892364501953,169.07584723661714,169.94957779625068,121752700.0
2024-03-15,GOOG,141.3299102783203,143.4870858460988,140.29606235180813,142.56258853217557,41039500.0
2024-03-15,MSFT,411.83056640625,417.9424481650146,408.2405685225254,414.6689307417327,45079900.0
2024-03-18,AAPL,172.4813690185547,176.44292557517804,172.28279805844676,174.3181844870376,75604200.0
2024-03-18,GOOG,147.60263061523438,152.02633262688852,147.26464330841702,148.4873710175652,47676700.0
2024-03-18,MSFT,412.7206115722656,416.0930326692394,409.2196184111682,409.6844396223344,20106000.0
2024-03-19,AAPL,174.8245391845703,175.35075903574833,171.7962828664752,173.09694005146207,55215200.0
2024-03-19,GOOG,147.0459442138672,148.7358959412155,146.14131773070486,148.09967828496818,17748400.0
2024-03-19,MSFT,416.7655334472656,417.02267757704544,410.9701023504993,413.22497266505087,19837900.0
2024-03-20,AAPL,177.39610290527344,177.39610290527344,173.84162605000233,174.467139074951,53423100.0
2024-03-20,GOOG,148.79550170898438,148.87503079217458,146.79240938003514,147.9107615153482,17730000.0
2024-03-20,MSFT,420.5434875488281,421.2654227938467,416.0238469576272,417.3490749958178,17860100.0
2024-03-21,AAPL,170.14813232421875,176.22450721449738,169.6219124199128,175.78764197696165,106181300.0
2024-03-21,GOOG,147.861083984375,150.41091436773635,147.13538671549907,149.43174940597726,19843900.0
2024-03-21,MSFT,424.6378173828125,426.07184869793537,422.4521827120365,425.0927391745549,21296200.0
2024-03-22,AAPL,171.05166625976562,171.8161805084586,168.8474933401544,170.5353695457136,71160100.0
2024-03-22,GOOG,150.87319946289062,151.65852470027477,149.2031186493154,149.35224140458791,19252900.0
2024-03-22,MSFT,424.0147705078125,425.1224219595106,421.374213954432,424.9642119074724,17648500.0
2024-03-25,AAPL,169.63185119628906,170.7140758962492,168.24182406010684,169.3538487990515,54288300.0
2024-03-25,GOOG,150.25685119628906,150.5610428048825,147.9207464068271,150.0580360265556,15114700.0
2024-03-25,MSFT,418.1995849609375,422.6994568687828,416.9633613897557,420.5533594694659,18060500.0
2024-03-26,AAPL,168.49998474121094,170.19778406175462,168.37090678526505,168.78791039294236,57388400.0
2024-03-26,GOOG,150.80360412597656,152.29474065029794,150.13756496534802,150.3463307529481,19312700.0
2024-03-26,MSFT,417.00286865234375,421.2950326486401,416.70618711068727,420.919215908385,16725600.0
2024-03-27,AAPL,172.07431030273438,172.36225110852925,168.89712909220745,169.19499314475576,60273300.0
2024-03-27,GOOG,151.04217529296875,151.78774347547167,149.2428731728415,151.24596574975436,16622000.0
2024-03-27,MSFT,416.7853393554688,419.7720747256789,414.3920274982848,419.7621752794236,16705000.0
2024-03-28,AAPL,170.25735473632812,171.00200728609337,169.29426955996547,170.5254338962422,65672700.0
2024-03-28,GOOG,151.3602752685547,151.76785617881936,150.43577801069048,151.10181709475492,21105600.0
2024-03-28,MSFT,416.0831604003906,417.2204799799258,414.5007882900106,416.3205056535144,21871200.0
2024-04-01,AAPL,168.8177032470703,170.02900599080004,168.2716216576847,169.9694362083208,46240500.0
2024-04-01,GOOG,155.5752410888672,156.07228658755366,150.7538936841584,150.9328379513705,24469800.0
2024-04-01,MSFT,419.8907470703125,423.1741640135649,417.56664079478026,419.27758502766966,16316000.0
2024-04-02,AAPL,167.63616943359375,168.13260444031488,167.0305181193942,167.87446369081778,49329500.0
2024-04-02,GOOG,154.94894409179688,155.06824531474004,152.55319654534185,153.83556713514977,17598100.0
2024-04-02,MSFT,416.7952270507813,417.72486953541625,413.2348973416725,415.4798683479255,17912000.0
2024-04-03,AAPL,168.44039916992188,169.46305411699578,167.37803608655156,167.5865303145986,47691700.0
2024-04-03,GOOG,155.4459991455078,155.624943406665,153.22123218444426,154.00457028181484,17266200.0
2024-04-03,MSFT,415.8161315917969,418.5951594920779,414.4711047843508,415.1040656775575,16502300.0
2024-04-04,AAPL,167.61631774902344,170.69420560535343,167.61631774902344,169.07582268557752,53704400.0
2024-04-04,GOOG,151.04217529296875,155.25711104346615,150.98253226534828,154.163620143636,24184800.0
2024-04-04,MSFT,413.2745056152344,423.94559634674056,412.9679245721771,420.3061310741328,19370900.0
2024-04-05,AAPL,168.37091064453125,169.17513298848516,167.74539764368038,168.3808338913719,42104800.0
2024-04-05,GOOG,153.0303497314453,153.92502543984406,150.18823521970856,150.78369467528657,16297300.0
2024-04-05,MSFT,420.8302917480469,421.8094013848157,413.7096617584277,415.38103851823735,16554800.0
2024-04-08,AAPL,167.24896240234375,167.99361496437555,167.04046816897213,167.82482886831443,37425500.0
2024-04-08,GOOG,155.2173614501953,155.72931768640746,153.0800719596687,153.10491816614896,16641500.0
2024-04-08,MSFT,419.9104919433594,422.5708472466926,418.63470088049553,420.4841165309204,14272400.0
2024-04-09,AAPL,168.46026611328125,168.86734648560252,167.1496854743383,167.49718091534808,42373800.0
2024-04-09,GOOG,157.20555114746094,158.9452104086843,155.71441463784092,156.42022592658938,21521500.0
2024-04-09,MSFT,421.5818786621094,423.0257792491063,416.9732338650976,421.74011889073387,12496900.0
2024-04-10,AAPL,166.583740234375,167.88439761067826,165.91851910107465,167.59647195447172,49709300.0
2024-04-10,GOOG,156.72837829589844,157.2254237565588,155.27699887657573,156.9470795120789,16339200.0
2024-04-10,MSFT,418.5951843261719,419.3566871510799,415.0744221472326,417.5369697470064,16216600.0
2024-04-11,AAPL,173.79196166992188,174.20898041040104,166.96102623293754,167.13973556457643,91070300.0
2024-04-11,GOOG,159.83987426757812,160.16792609534323,156.99677359557123,157.40435451812397,17841700.0
2024-04-11,MSFT,423.2136840820313,424.6378159464607,417.7050650079003,421.1269533333631,17966400.0
2024-04-12,AAPL,175.29122924804688,177.08832180821437,172.96791671667,173.0175481045229,101670900.0
2024-04-12,GOOG,158.24935913085938,160.74452224435305,157.662849042733,158.46308506945402,16989800.0
2024-04-12,MSFT,417.2501525878906,420.4940018672189,415.1436229002308,419.3764509864425,19253800.0
2024-04-15,AAPL,171.45872497558594,175.37063525095596,171.27007724910962,174.10968609239896,73531800.0
2024-04-15,GOOG,155.40625,159.87965956188154,155.22730572983969,159.33290647059323,21140900.0
2024-04-15,MSFT,409.0812072753906,422.1159406782311,408.87349999590606,421.898364133941,20273500.0
2024-04-16,AAPL,168.1723175048828,172.5210775974863,167.0702312509368,170.52541444574328,73711200.0
2024-04-16,GOOG,155.07818603515625,156.3009136393726,154.13380267956435,154.7203126914071,15413200.0
2024-04-16,MSFT,410.0108337402344,413.7887401482267,409.1702258721835,410.00096447508815,16765600.0
2024-04-17,AAPL,166.8021697998047,169.43326939438705,166.8021697998047,168.4006911997193,50901200.0
2024-04-17,GOOG,155.9530029296875,157.7433557469407,155.21239481054505,156.26116871665113,16237800.0
2024-04-17,MSFT,407.301025390625,414.26344459371984,405.8076577445542,412.6514043206412,15855500.0
2024-04-18,AAPL,165.84901428222656,167.4376124969012,165.36251763085394,166.83196113193097,43122900.0
2024-04-18,GOOG,156.5295867919922,157.54852407282544,155.2869729526219,155.99774442827146,14016100.0
2024-04-18,MSFT,399.8144226074219,407.3504659255286,399.497972349744,406.1043430605785,21029900.0
2024-04-19,AAPL,163.82357788085938,165.21359005742565,162.91013914340203,165.02495745131748,68149400.0
2024-04-19,GOOG,154.7998504638672,157.05644126257425,153.00054819560452,156.8178539638261,21479900.0
2024-04-19,MSFT,394.7212219238281,401.0111429150955,393.3860944801934,399.5771115531844,30565800.0
2024-04-22,AAPL,164.6575469970703,166.0674204920171,163.5951840406637,164.33983649468445,48116400.0
2024-04-22,GOOG,157.0166778564453,158.2443809063645,154.74021603277106,155.08813879808233,17243900.0
2024-04-22,MSFT,396.54095458984375,398.4101391191041,391.3883831886319,395.6706483655049,20286900.0
2024-04-23,AAPL,165.7100067138672,165.85894631264824,163.74412823991457,164.17107024309314,49537800.0
2024-04-23,GOOG,158.97503662109375,159.5317251741483,157.03158682591624,157.65289372327635,16115400.0
2024-04-23,MSFT,403.0780944824219,403.70115595190015,398.61779046162303,399.78477819553336,15734500.0
2024-04-24,AAPL,167.8148956298828,168.09289802448964,165.02493328758231,165.35256706337344,48251800.0
2024-04-24,GOOG,160.1480712890625,160.43635101408688,157.88154495006788,158.14993860724132,19485700.0
2024-04-24,MSFT,404.5516357421875,407.9240568237566,402.2967654513749,405.0461251057976,15065300.0
2024-04-25,AAPL,168.67869567871094,169.39356334150216,166.9510963019663,168.3212618473153,50558300.0
2024-04-25,GOOG,157.0166778564453,157.3447297222249,151.86530642343064,152.45380359070538,36197800.0
2024-04-25,MSFT,394.6421508789063,395.4827889847814,383.7534834719766,389.6873569046374,40586500.0
2024-04-26,AAPL,168.0928955078125,170.1183436596222,167.97374080476908,168.66876193087458,44838400.0
2024-04-26,GOOG,172.6636505126953,175.3775144172109,170.3871738616868,174.95006261198014,56500800.0
2024-04-26,MSFT,401.8418884277344,408.4482598176065,401.2880626933282,407.6274206623671,29694700.0
2024-04-29,AAPL,172.26295471191406,174.7749147415349,171.86581274952138,172.1338767566388,68169400.0
2024-04-29,GOOG,166.90786743164062,170.36731492110758,166.0728346591311,169.76091882398472,35914600.0
2024-04-29,MSFT,397.8167419433594,401.84189310161,394.7904690804273,400.7836784898605,19582100.0
2024-04-30,AAPL,169.1155548095703,173.74233280675443,168.78790588015656,172.09416491333778,65934800.0
2024-04-30,GOOG,163.66712951660156,168.86622081448593,163.5279573936498,166.39094411565628,29420800.0
2024-04-30,MSFT,385.0390930175781,397.72770759660574,384.880882973138,397.0650785379098,28781400.0
2024-05-01,AAPL,168.0928955078125,171.47858587357683,167.90424778215495,168.37089789825708,50383100.0
2024-05-01,GOOG,164.59164428710938,167.8124892261671,163.9255900086355,165.1980251988896,25223200.0
2024-05-01,MSFT,390.5872802734375,397.29255516859246,386.0083037107917,388.2829428234783,23562500.0
2024-05-02,AAPL,171.79632568359375,172.18354444700543,169.67158410871994,171.28002894904594,94214900.0
2024-05-02,GOOG,167.46458435058594,167.53416283614857,164.71094790484528,165.68515288310124,17041100.0
2024-05-02,MSFT,393.455322265625,395.5222843363775,390.3004774783613,393.2773133250789,17709400.0
2024-05-03,AAPL,182.072509765625,185.66669440285864,181.3576421366733,185.3191838346203,163224100.0
2024-05-03,GOOG,167.99143981933594,168.84635866709175,164.00512528995867,168.5381777222921,22767100.0
2024-05-03,MSFT,402.1781311035156,402.66272106797066,397.431014652392,397.8463990370952,17446700.0
2024-05-06,AAPL,180.41441345214844,182.8866500436298,179.13360267463952,181.04984964293004,78569700.0
2024-05-06,GOOG,168.8264617919922,168.89604026830736,166.89792299131395,168.22006572753793,15147900.0
2024-05-06,MSFT,408.9822692871094,409.3679552945795,401.8912785681901,404.254952201575,16996600.0
2024-05-07,AAPL,181.09950256347656,183.5816778461448,180.02721617336002,182.14201921219637,77305800.0
2024-05-07,GOOG,171.95785522460938,172.44496527047554,168.99546832125176,169.11475438610685,21102400.0
2024-05-07,MSFT,404.82861328125,410.09988764131936,404.5813685599285,410.0899881944696,20018200.0
2024-05-08,AAPL,181.43707275390625,181.76472167822584,180.1562619452029,181.5462890620128,45057100.0
2024-05-08,GOOG,170.1486053466797,170.89317240681382,169.51437485492383,169.74102442939565,14569900.0
2024-05-08,MSFT,406.0153503417969,407.6867268679436,402.2275447730789,403.6714754994307,11792300.0
2024-05-09,AAPL,183.2540283203125,183.34338298682428,180.8115613856968,181.2583498682501,48983000.0
2024-05-09,GOOG,170.56613159179688,171.4210504384506,168.92587237916933,170.13866458415777,11937700.0
2024-05-09,MSFT,407.7757568359375,408.1713423301442,404.59124380852967,406.0450438901993,14689700.0
2024-05-10,AAPL,181.9913787841797,184.01957427538,181.0767011963408,183.83067066594327,50759500.0
2024-05-10,GOOG,169.28375244140625,170.3275510419372,166.9178261379779,168.68730693297795,18740500.0
2024-05-10,MSFT,410.1690673828125,410.8020283165112,407.2614672287658,408.3889175739522,13402300.0
2024-05-13,AAPL,185.2027130126953,186.0179781089525,183.55230940603693,184.36757450229416,72044800.0
2024-05-13,GOOG,169.89013671875,169.9398442998084,164.78050985960223,164.86700135401634,19648600.0
2024-05-13,MSFT,409.1603393554688,413.7393163531471,406.2923066683535,413.4030671590533,15440200.0
2024-05-14,AAPL,186.3460235595703,187.2110023802185,185.2126171602605,186.42556271379905,52393600.0
2024-05-14,GOOG,170.9140625,171.75904593797182,169.41299051424886,170.57607519226138,18729500.0
2024-05-14,MSFT,411.9690246582031,412.8887677392151,407.01423099397886,407.47905225770086,15109300.0
2024-05-15,AAPL,188.622802734375,189.54741702859607,186.2863873072406,186.8232728469217,70400000.0
